idx,AuthorID,Name,PaperCount,hIndex,email,Gender
12509,104995372,Franck Sabatie,330,41,,
12510,104995741,Gale A. Shea,1,1,,
12511,104996758,Shouichi Tsuda,2,1,,
12512,104997236,Eric Krotkov,10,6,,
12513,104997593,John Jenkinson,12,2,,
12514,104998244,Katherine Crowson,11,3,,
12515,104998320,Soheila Zare,5,3,,
12516,105000000,Cristhian Camilo,23,1,,
12517,105000210,Jasmine Irani,3,1,,
12518,105000243,Megan Govender,8,5,,1
12519,105000868,Phillip Pope,11,8,,
12520,105002812,Helena Mehtonen,7,2,,
12521,105005812,Amanda M. J. Lane,14,8,,
12522,105005920,Ofek Lev,5,2,,
12523,105006322,Quentin Fiore,6,4,,
12524,105006547,Bridget Thrasher,23,10,,
12525,105006796,Rinaldo Genevois,59,15,,0
12526,105007918,Chukwuma Okolie,38,8,,
12527,105009675,Ted Clee,7,5,,
12528,105009916,Delphine Thizy,20,7,,
12529,105010625,Matt Ratliff,2,2,,
12530,105010717,Rob Allan,91,35,,
12531,105011736,Erin P. Fitch,18,5,,
12532,105012610,Rashid Fallah Shams,9,3,,
12533,105013160,Jacques Garcia,20,11,,
12534,105013587,Chantuu Gandush,2,2,,
12535,105014977,Susan Reimann,1,1,,
12536,105015400,Geremie Barmé,114,13,,
12537,105016171,Stefan Lundblad,3,1,,
12538,105017316,Jiganesh Govind Patel,8,3,,
12539,105019342,Esmaeil Asadi,32,7,,
12540,105020751,William J Okin,4,4,,
12541,105021631,Theodor Zingg,11,1,,
12542,105026558,Rob Skakun,24,11,,
12543,105026598,Jason Keppler,9,5,,
12544,105027193,Dominik Patryk Podobinski,1,1,,
12545,105027266,Leif Rasmussen,2,1,,
12546,105027284,Melanie Auker,7,5,,
12547,105030017,Mette Lademann,5,5,,
12548,10503061,Masashi Hirota,125,14,,
12549,105030935,Nigel C Atkinson,75,19,,
12550,105030981,Undang Ahmad Darsa,11,3,,
12551,105031190,Stephan J. Sutley,4,2,,0
12552,105032124,Victor Fernandez Velázquez,25,11,,
12553,105033811,Yves Gally,31,13,,
12554,105034538,Hella Ziese,4,3,,
12555,105034895,Guillermo Ruiz Pava,4,2,,
12556,105035107,B. Farki,2,2,,
12557,105037199,Marion Schindler,20,8,,
12558,105037351,Usman Hassan Syed,1,1,,
12559,105037489,Mehdi Salehzadeh,3,1,,
12560,105039442,Veera Sekaran Nadarajah,12,6,,
12561,105039519,Y. J. Kim,3,1,,
12562,105040035,Y. M. Simaika,4,3,,
12563,105040217,Brendan Callahan,6,4,,
12564,105040803,Ngo Liem,11,7,,
12565,105040976,Nick Lomb,35,10,,0
12566,105042132,Zuoyu Tian,13,4,,
12567,10504514,Takahiro Yabe,60,12,,
12568,105045329,Manola Brunet,105,28,,
12569,105045800,Jessica Knights,2,2,,
12570,105046041,Tai-Jing Moyung,2,2,,0
12571,105046561,Rodney Stromberg,6,2,,
12572,105046620,Amir Ahmad,13,7,,0
12573,105049721,Darmanto Darmanto,33,3,,
12574,105053462,Markus Brüning,14,5,,
12575,105053586,Quan Yuan,5,2,,
12576,105054201,Beth L. Hennessy,6,6,,
12577,105054491,Bin-Bin Bian,3,1,,
12578,105054676,Antje Siebert,4,3,,
12579,105056557,atthew,105,12,,
12580,105057320,Shi-chun Zhou,10,3,,
12581,105057881,Joseph Bard,12,4,,
12582,105058252,Yunden Bayarjargal,9,6,,
12583,105058317,Jun Jia,6,4,,
12584,105058319,Junshan Jia,3,1,,
12585,105058585,Heini Wernli,407,72,,
12586,105058635,Rajendra Shrestha,116,25,,
12587,105061796,Shervin Rasoulzadeh,3,1,,
12588,105062139,Donald Swanson,54,6,,
12589,105062427,Carlos Martillo,10,5,,
12590,105064208,Giosué Lo Bosco,4,2,,
12591,105065311,Thomas Graziano,11,5,,
12592,105066003,Robert M. Leddy,1,1,,
12593,105066139,Elmer Van Den Berg,13,6,,
12594,10506639,Malek Charfi,2,2,,
12595,105067094,Neda Gholami,8,2,,
12596,105067244,Tom Theis,2,1,,
12597,105067644,Christopher Kendall,70,19,,
12598,105068787,Lucie Zejdová,2,2,,
12599,105072690,Ann O'hare,185,56,,
12600,105073527,Qunfeng Tang,9,6,,
12601,105073992,Yihan Dong,5,2,,
12602,105074025,Front Matter,39,1,,
12603,105075243,Haleh Nampak,9,7,,
12604,105075624,Kevin Deborah Henkes,24,6,,
12605,105077425,Jonathan Bower,10,1,,
12606,105077547,Hyoungsig Cho,13,5,,
12607,105077671,Raül Muñoz,372,32,,
12608,105077737,Jose Gomez,225,6,,0
12609,105078497,Rachel A. Eustice,9,3,,
12610,105078756,Dean Stoughton,7,3,,
12611,105079076,Atle Rotevatn,120,32,,
12612,105079222,Sarah Caven,7,2,,
12613,105079659,Chang-lin Gao,3,1,,
12614,105080308,Lucas Andersson,3,1,,
12615,105085789,Hiroyuki Okada,65,25,,
12616,10512434,Yuval Eldar,4,2,,0
12617,10514186,Shang-qian Liu,14,5,,
12618,10515643,Utkarsh Upadhyay,37,12,,
12619,10516616,Christoph Schmitz,20,13,,
12620,10518872,Masato Ohmi,142,19,,
12621,10519502,Chaofeng Li,37,18,,
12622,10521251,Kyeong-Min Nam,6,3,,
12623,10522671,Neeta Connally,20,12,,
12624,10528378,Eustace Fontaine,34,14,,
12625,10530470,Henrietta K Rosenberg,117,27,,
12626,10537441,Linjun Zhang,98,21,,
12627,10539662,Susanne Kaiser,28,13,,
12628,10542867,Insong Kim,1,1,,0
12629,10546662,Toshiya Shiga,79,18,,
12630,10548409,Andrew Gillies,17,6,,
12631,10551215,Michael D Beland,90,28,,
12632,10556249,Christian Bartels,30,18,,
12633,10556384,Dong To Nguyen,11,4,,
12634,10556392,Markus Apel,109,23,,
12635,10556795,Keishi Matsuda,33,7,,
12636,10561806,Ashok K Krishnamurthy,81,15,,0
12637,10564771,Yuri Koh,5,3,,
12638,10568041,Xian-gao Jiang,31,8,,
12639,10571258,Joshua D Jaramillo,24,9,,
12640,10571411,Gabriel Fillipe Centini Campos,11,7,,
12641,10573507,Jakob Wegener,33,14,,
12642,10576262,Hideshi Yamada,67,7,,
12643,10577007,Suzanne P Jarvis,99,31,,
12644,10577884,Hongxiang Kang,16,6,,
12645,10588482,Jeff Meade,22,6,,
12646,10589221,John Locke,168,31,,
12647,10592669,Zhenjiang Li,100,23,,
12648,10593270,Savio Lai Yin Lam,3,2,,
12649,10594175,James Coleman,22,10,,0
12650,10594423,Seung Ji Seo,6,1,,
12651,10595444,Md. Sami Uddin,15,7,,
12652,10599002,Qiuhui Tong,15,5,,
12653,10600375,Thomas Eugene Horton,16,7,,
12654,10600585,Diane E Meier,418,70,,
12655,10601104,Thomas Gunter,133,42,,
12656,10602653,Barry J Bauer,187,36,,
12657,10604706,Ali Selman Aydin,19,7,,
12658,10604792,Tomotada Akutsu,105,23,,
12659,10605575,Thomas Krings,164,32,,
12660,10607428,Vinh Lai,3,2,,
12661,10608123,Shiho Morishita,10,5,,
12662,10609590,Theodore M Porter,241,27,,
12663,10611655,Katsuyo Thornton,197,38,,
12664,10614519,Amogh Agrawal,41,11,,
12665,10616154,Sunita Sarkar,32,6,,
12666,10617234,Rahul Tewari,6,5,,0
12667,10618829,Priyanka Chawla,64,8,,
12668,10625191,Mike Lindley,66,16,,
12669,10625257,Xue-song Bai,317,40,,1
12670,10625651,Sarah Y Lockwood,13,10,,
12671,10626052,Zhen-Xing Cui,5,2,,
12672,10626625,Hong-Phuc Trinh,4,4,,
12673,10627032,J. Patrick Johnson,129,33,,
12674,10627747,Ashley F Stein,11,6,,
12675,10633370,Djalma Menéndez,13,13,,
12676,10633828,Daniel Friedman,100,30,,
12677,10634370,Siwe Ma,477,42,,1
12678,10636785,Charles Thompson,44,3,,0
12679,10637034,Allen L Dennis,16,10,,0
12680,10637639,Charles M Davis,31,18,,
12681,10638646,Joey Tianyi Zhou,134,35,,0
12682,10638723,Vikram Unnithan,99,14,,
12683,10639741,Hiromitsu Yamada,68,14,,
12684,10642698,Assem M Khamis,58,11,,
12685,10644345,Galit Fuhrmann,6,6,,
12686,10644596,Juilin Li,77,25,,
12687,10648494,Shenghan Ren,25,6,,
12688,10649439,Adam Qureshi,64,16,,
12689,10650334,Chien-Lung Shen,14,8,,
12690,10650860,Lionel Guidi,107,38,,
12691,10652241,Jiankang He,135,31,,
12692,10653016,Josh D Eisenberg,5,2,,
12693,10655953,Juan Luis Gonzalez,4,1,,
12694,10656802,Kazunobu Yoshida,60,7,,
12695,10657834,Christian Meyer,219,47,,
12696,10660151,Adeline Granet,5,3,,
12697,10660173,Jonathan Wai,70,19,,
12698,10660193,Kaushik Gobindram Pasi,1,1,,
12699,10660330,Zhizhe Lin,8,5,,
12700,10660531,Jinsheng Li,196,20,,
12701,10660662,Androniki Papafilippaki,14,6,,
12702,10660687,David Yakira,10,6,,
12703,10660700,Rachel Nethery,56,9,,
12704,10660753,Jinlu Ma,27,8,,
12705,10660783,Adrião D Dória Neto,12,4,,
12706,10660940,Debra Somers Copit,11,6,,
12707,10661374,Man Long Wong,19,6,,
12708,10661594,Lerong Chen,3,2,,
12709,10661595,Farnood Salehi,15,6,,
12710,10661748,Kuihua Wu,22,4,,
12711,10661854,Igor Belkin,59,23,,
12712,10661890,Chen Yunjie,22,3,,0
12713,10662425,Johannes Waizner,14,9,,
12714,10662629,Yoshikatsu Nakajima,10,5,,
12715,10662676,Hanada Shogo,6,2,,
12716,10662703,Eric L Flenaugh,63,8,,
12717,10662715,Florian Particke,22,6,,
12718,10662759,Konstantin Gerilowski,63,17,,
12719,10662951,Valentin Khrulkov,22,11,,
12720,10662985,Livio Cipolletta,199,36,,
12721,10663313,Gregory Pisanich,36,11,,
12722,10663409,Ning Huang,12,2,,
12723,10664166,Girish Rughoobur,63,10,,
12724,10664203,Scott Ettinger,18,9,,0
12725,10664658,Brent L Black,175,18,,
12726,10664699,Diederik L Keij,3,2,,
12727,10664723,Eeshit Dhaval Vaishnav,13,10,,
12728,10665028,Danielle Signer,12,6,,
12729,10665087,Hurmus Gursu,11,4,,
12730,10665169,Nikolai Vereshchagin,109,24,,0
12731,10665192,Christopher T Nietch,59,22,,
12732,10665258,Ulf K Mertens,14,8,,
12733,10665554,Yanlai Zhou,71,25,,
12734,10665681,Sergio Diotaiuti,10,5,,
12735,10666123,Olivier Lieger,30,16,,
12736,10666396,Nikita Nangia,22,11,,
12737,10666485,Scott Ardisson,2,2,,
12738,10666639,Irum Baseer,3,1,,
12739,10666774,Mayank Golhar,7,3,,
12740,10666999,Jiasen Yang,15,6,,
12741,10667063,Huziel E Sauceda,27,13,,
12742,10667312,Felix Ouk,1,1,,
12743,10667353,Scott Yantek,7,4,,
12744,10667704,Yuxin Yuan,7,5,,
12745,10668281,Andreas Korn,1254,96,,
12746,10668384,Xunyu Lin,6,4,,
12747,10668491,Sameh E Soliman,40,11,,
12748,10668511,Yi’an Yin,44,15,,
12749,10668541,Abhijit Dasa,2,1,,
12750,10668698,Mohammad M Sultan,26,14,,
12751,10668763,Pooya Khaloo,7,3,,
12752,10668973,Georg Pointner,28,5,,
12753,10669208,Tanushri Mukherjee,44,5,,
12754,10669217,K. Vigneshwar,6,2,,
12755,10669322,Fred Winsberg,78,20,,
12756,10669356,Sayyed Mohammadreza Zahiri,9,3,,
12757,10669778,Haoran Dou,25,10,,
12758,10669862,Takaaki Koyanagi,116,23,,
12759,10669867,Mohd Kama,31,6,,
12760,10669927,Josquin Errard,135,37,,
12761,10670026,Maureen van Eijnatten,18,11,,
12762,10670105,Mohammed Baziyad,39,8,,
12763,10670255,Joris Corvo,6,1,,
12764,10670276,Masanobu Kano,439,87,,0
12765,10670765,Richard Cormack,37,16,,0
12766,10670926,Will Xiao,13,5,,
12767,10671181,Nebojša Tijanić,24,8,,
12768,10671241,Donghan Ma,12,6,,
12769,10671489,Ana Hojs,10,5,,
12770,10671878,Inge Coudron,7,3,,
12771,10671891,Theodore Rendahl,4,3,,
12772,10672282,Chuanli Cheng,17,5,,
12773,10672285,Chun Cheng,5,4,,
12774,10672565,Jiao Guohua,18,7,,
12775,10672609,Mika Kinoshita,11,3,,
12776,10672627,Ishaque Kadampot,10,4,,
12777,10673154,Barbara Schäpers,18,5,,
12778,10673371,Soumista Dey,1,1,,0
12779,10673374,Sebastian Hettenkofer,7,2,,
12780,10673472,Denis Pollney,73,36,,
12781,10673483,Yong-meng Sua,74,14,,
12782,10673603,Ghanim Mukhtar,5,3,,
12783,10673605,Yasuharu Maeda,77,11,,
12784,10673657,Stephan Verheye,9,6,,
12785,10673658,Ioannis E Kanakakis,63,11,,
12786,10673715,Wang Xi-li,27,3,,
12787,10674244,Dominik Schmidt,38,20,,
12788,10674253,Dong-yang Xu,3,3,,
12789,10674619,Louanne Boyd,29,12,,
12790,10674664,Sivakumar Rathinam,167,27,,0
12791,10674725,Anthony Kovscek,376,54,,
12792,10674822,Yuji Chinone,128,33,,
12793,10675105,Alexander Nazareth,35,8,,
12794,10675316,Paul Maxwell Dare,24,10,,
12795,10675336,Gulnar Azevedo E Silva,3,3,,
12796,10675491,Xianghu Yue,12,7,,
12797,10675877,Shaoming Song,14,6,,
12798,10675981,Yitong Feng,4,3,,
12799,10676009,Sergey Safonov,63,12,,
12800,10676230,Andrea Kempe,16,6,,
12801,10676312,Yingke Zhu,24,11,,
12802,10676335,Jiangyue Yan,7,3,,
12803,10676381,Hanna-Riikka Kreivi,26,8,,
12804,10676418,Faisal Bin Ashraf,34,6,,
12805,10676760,Xinyao Chen,9,2,,
12806,10676910,Arakua N Welbeck,7,3,,
12807,10677105,David Forslund,3,2,,
12808,10677601,Le Duy Huynh,7,4,,
12809,10677937,John Kalantari,12,3,,
12810,10677993,Salman Mohammed,10,5,,
12811,10678016,Yaotian Zou,6,5,,
12812,10678273,Alicja Piotrkowicz,22,6,,
12813,10678370,Jennifer L Cultrera,50,11,,
12814,10678381,Mauro Fabrizio,240,28,,
12815,10678394,Ceferino Obcemea,63,11,,
12816,10678403,Werner Friedl,43,18,,
12817,10678405,Spiro Antiochos,419,53,,
12818,10678512,Rodrigo Zunzarren Megale,13,6,,
12819,10678546,Lionel Sanguinet,74,22,,
12820,10678724,Chirranjeevi Gopal,28,11,,
12821,10678923,Federica Novazzi,49,13,,
12822,10678970,Joel Janai,9,6,,
12823,10679063,Will Kindel,31,9,,
12824,10679483,Lim Zhi Jian Nicholas,2,2,,
12825,10679643,Max Grusky,5,3,,
12826,10680347,Yilin Niu,7,5,,
12827,10680481,Vichan Peonim,22,8,,
12828,10680504,Elia Luperto,7,2,,
12829,10680632,Unnat Jain,24,11,,
12830,10680778,Ari Bergwerk,17,10,,0
12831,10680946,Fozia Arshad,3,2,,
12832,10681051,Jos Van Wezel,3,3,,
12833,10681069,Nora Berrahmouni,12,6,,
12834,10681082,Masanori Tsubosaka,60,11,,
12835,10681518,Ryo Hachiuma,35,6,,
12836,10681865,Thomas Jacquemont,9,4,,
12837,10681881,Florian Schmaranzer,86,18,,
12838,10681893,Georgios Douzas,14,7,,
12839,10682087,Bako Mamane,12,3,,
12840,10682156,Frithjof Gressmann,7,2,,
12841,10682180,Michael Blumensteina,1,1,,
12842,10682214,Dieter Naumann,156,53,,
12843,10682317,Yingge Du,145,32,,
12844,10682502,Piotr Brona,18,5,,
12845,10682590,Margaret Aycinena Lippow,3,1,,1
12846,10682641,Iosune Baraibar,51,10,,
12847,10682694,Dimitrios S Nikolaou,92,17,,
12848,10682704,Gary Choi,45,12,,0
12849,10682740,Nathan Lauffenburger,11,4,,
12850,10683536,Behnam Maneshgar,4,1,,
12851,10683576,Tim Meinhardt,14,7,,
12852,10683727,Giulia Chemi,32,14,,
12853,10683931,Michael Merritt,4,3,,
12854,10683994,Friederike Magnet,59,13,,
12855,10684139,João Paulo Aires,30,7,,
12856,10684177,Geert Springeling,30,12,,
12857,10684484,Yunpu Ma,34,11,,
12858,10684656,Aleksandr Efimtcev,11,3,,
12859,10684766,Shri C P Srivastava,14,7,,
12860,10684791,Bas Mijling,49,18,,
12861,10684847,Zhaoying Zhou,4,3,,1
12862,10684948,Vijila Chellappan,47,16,,
12863,10684976,Theodore Tsitsimis,6,4,,
12864,10685155,Mike Schaekermann,34,12,,
12865,10685224,Aroa Silgado,21,5,,
12866,10685337,Shen‐en Qian,128,19,,
12867,10685344,Germain Fenger,74,12,,
12868,10685532,El Mostafa Bouattane,8,4,,
12869,10685653,Rappy Saha,18,5,,
12870,10685684,Yannik Nager,3,2,,
12871,10685934,Xiaoye Li,192,33,,1
12872,10686153,Chihiro Aoki,3,3,,
12873,10686521,Ando Masatoshi,6,3,,0
12874,10686604,Anirban Sen Swakshar,2,1,,
12875,10686842,Saad Ahmad Rahat,1,1,,
12876,10686899,Zaoli Yang,62,15,,
12877,10687342,Bryan Dustin Pooler,54,25,,
12878,10687366,Jane As Bonds,24,9,,
12879,10687902,Bang Ban Ha,1,1,,
12880,10687965,Xiangzhou Wang,28,5,,
12881,10688060,Zhixuan Zhao,5,3,,
12882,10688199,Frederick Haan,53,16,,
12883,10688573,Hélène Urien,10,5,,
12884,10688649,Umberto Fugiglando,10,4,,
12885,10688838,Náthalee Cavalcanti,1,1,,0
12886,10688956,Tom Madams,9,4,,
12887,10689136,Ahmad Ghashghaee,88,34,,
12888,10689206,Dave Rigie,22,6,,
12889,10689543,Frédérique Lachaud,137,18,,
12890,10689628,Shuang-shuang Kong,11,5,,
12891,10689710,Ghous B Narejo,26,4,,
12892,10689731,Jussi Rasku,8,3,,
12893,10689883,Alessandro Bonatti,66,16,,
12894,10690083,Po-Yu Kao,15,4,,
12895,10690084,Tan Khoa Mai,3,1,,
12896,10690163,Gaurav K Upadhyaya,16,6,,
12897,10690332,Futing Zhang,1,1,,
12898,10690443,Mathieu Cliche,13,8,,
12899,10690523,Katja Häusser,3,1,,
12900,10690799,Kuo-Shiuan Peng,11,4,,
12901,10690828,Alberto Pietrini,11,5,,
12902,10690845,Fabrizio Savarino,14,5,,
12903,10690907,Sangwook Baek,17,4,,
12904,10690994,Ahmed Sherif,26,8,,
12905,10691174,Vincent Mühler,1,1,,
12906,10691267,Steven Delrue,98,13,,
12907,10691283,Chokushi Yuuto,6,2,,0
12908,10691318,Marcie Rubardt,17,8,,
12909,10691428,Dhirendra Mishra,52,12,,0
12910,10691600,Lindsey Warthen,2,2,,
12911,10691747,Bardia Saberi,23,5,,
12912,10691789,Johan Öfverstedt,16,3,,
12913,10691812,Lihong Cao,20,3,,
12914,10691918,Morgan Klaus Scheuerman,24,13,,
12915,10691943,Miao Pan,253,31,,1
12916,10692038,Guang-Zheng Zheng,9,4,,
12917,10692050,Abelin Kameni,41,7,,
12918,10692076,Behzad Boroujerdian,15,5,,
12919,10692525,Marco Lo Martire,24,11,,
12920,10692575,Ryan Mannschreck,5,2,,
12921,10692678,Gabriel Coll De Tuero,8,4,,
12922,10692919,Murat V Ardelan,59,15,,
12923,10693210,Olivia Fong,24,18,,
12924,10693440,Md Sajib Ahmed,4,2,,
12925,10693578,Yuki Akiyama,15,4,,1
12926,10693895,Isaac Wang,17,7,,
12927,10694307,Gaëlle Jardine,4,3,,
12928,10694334,Anna Lena Schlomann,31,9,,1
12929,10694673,Mustafa Basthikodi,22,2,,
12930,10694682,Sung Hong,150,26,,
12931,10694930,Veni Ezhil,51,13,,
12932,10694956,Brigiet M Hoevenaars,10,7,,
12933,10695163,Fateha Khanam Bappee,10,5,,
12934,10695303,Cheng Xiao,33,10,,
12935,10695316,Davide G Bosetti,47,9,,
12936,10695327,Marco Stricker,4,2,,
12937,10695345,Gregory M Kurtzer,6,5,,
12938,10695533,Andualem Henok,57,25,,
12939,10695551,Fouke Ombelet,19,5,,
12940,10695677,Zhang Yujia,24,4,,
12941,10695717,Gordon J Folmar,48,23,,
12942,10695752,Shi-cheng Gao,42,14,,
12943,10695796,Len Gaydos,19,9,,
12944,10695951,Zhaolin Wan,8,4,,
12945,10696033,Chris Shaw,26,12,,
12946,10696066,Qin Qiming,36,5,,
12947,10696167,Ruoteng Li,16,8,,
12948,10696312,Shengran Su,4,4,,
12949,10696365,Jeff Lengyel,14,6,,
12950,10696487,Ou Zhong-hong,5,3,,
12951,10696605,Michael A Kallmayer,55,16,,
12952,10696726,Jacopo Ventura,11,8,,
12953,10696888,Uttara Dhananjay Gogate,11,3,,
12954,10697065,Costanza Miliani,211,45,,
12955,10697468,Zsolt Laczik,37,12,,
12956,10697585,Eiji Hidaka,110,15,,
12957,10697620,Weixin Cai,50,10,,
12958,10697622,Zachary Evenson,47,18,,
12959,10697687,Neehar Kondapaneni,3,2,,
12960,10697756,Kareem Metwaly,8,4,,
12961,10697852,Gaëtan Galisot,6,2,,
12962,10698030,Shima Mohammad Alizadeh,34,11,,
12963,10698223,Martin Zurowietz,15,6,,
12964,10698306,Nicholas Ernest,31,12,,
12965,10698483,Jacob Menick,15,13,,
12966,10698700,Rob Crain,195,59,,
12967,10698715,Eduardo Banados,133,33,,
12968,10698741,Xiangbin Cui,55,10,,
12969,10698834,Aneta Afelt,20,9,,
12970,10698859,Caterina Ripamonti,90,19,,1
12971,10698890,Justin A Blaber,41,12,,
12972,10699163,Preston C Bowes,81,14,,
12973,10699417,Hangbo Bao,17,10,,
12974,10699658,David Cross,63,23,,
12975,10699750,Xinbo Gao,762,68,,0
12976,10700017,Gloria Casaroli,19,10,,
12977,10700506,Lillian Mukandiwa,14,7,,
12978,10700823,Reinis Cimurs,9,3,,
12979,10701249,Owen Guldner,6,5,,
12980,10701748,Varshini Varadaraj,86,14,,
12981,10701964,Ghazal Khajir,17,3,,
12982,10702028,Andry Giannakou,24,10,,
12983,10702029,Kelson Romulo Teixeira Aires,1,1,,0
12984,10702047,Nanna Inie,22,5,,
12985,10702348,Yan Chen,65,9,,
12986,10702413,Michael M Moore,30,10,,
12987,10702552,Avi Islur,27,7,,
12988,10702796,Nicole S J Ko,13,10,,
12989,10702884,Rebecca Broe,33,12,,
12990,10703379,Philipp Eiglsperger,1,1,,
12991,10703709,Ilana B Pollack,147,35,,
12992,10703821,Mengting Hu,42,10,,
12993,10704041,Wiebke Lückstädt,11,6,,
12994,10704088,Mabrouka Chouchane,9,4,,
12995,10704109,Bart Rogiers,69,10,,
12996,10704701,Kazuhiro Kurita,22,4,,
12997,10704743,Lakshmi Vikraman,3,2,,
12998,10704887,Semih Aslan,42,10,,
12999,10705203,Christopher Wright,33,14,,
13000,10705449,Bahareh Gholampooryazdi,6,3,,
13001,10705544,Zutao Jiang,13,7,,
13002,10705814,Dylan Fafard,7,5,,
13003,10706016,Alexander J Nemeth,47,14,,
13004,10706128,Rosemary L Nixon,211,28,,
13005,10706269,Tristan Heywood,3,2,,
13006,10706298,Michael Hell,66,18,,
13007,10706423,Saqib Zahid,2,2,,
13008,10706464,Stephen Appert,139,63,,
13009,10706520,Eleni Papadoyannis,12,6,,
13010,10706649,Ayesha Khatun,67,7,,
13011,10706804,Georgia Mcroy,4,2,,
13012,10706852,James Uplinger,11,3,,
13013,10706882,Kayhan Behdin,12,4,,
13014,10706913,Linda Kaufman,67,23,,1
13015,10706945,Darko Katovic,27,4,,0
13016,10706958,Ruslan Shaydulin,34,13,,
13017,10706982,Marius Schnaubelt,11,4,,
13018,10707084,Mirza Fuad Adnan,7,2,,
13019,10707214,Udo Siewert,53,25,,
13020,10707457,Gul Sufaida,6,3,,
13021,10707709,Martin Raison,5,4,,
13022,10708100,Mark Zolotas,10,3,,
13023,10708188,Juliette W Ioup,209,11,,
13024,10708252,Gabriela Stroian,37,6,,
13025,10708434,Jiesong Chen,3,3,,
13026,10708573,Loring Tu,107,14,,0
13027,10708712,Christina Buckley,26,6,,
13028,10708896,Torben Fetzer,11,4,,
13029,10708916,Kumar Akash Deep,1,1,,
13030,10709053,Ellen Bradley,20,5,,
13031,10709065,Ragavendra Baliga,135,18,,
13032,10709217,Toshiteru Enomoto,10,7,,0
13033,10709286,Jens Heitkaemper,18,6,,
13034,10709392,Ruifeng Bai,10,3,,
13035,10709403,Daniel E Okobi,5,2,,
13036,10709474,Kasra Moazzemi,21,7,,
13037,10709550,Franklin Abodo,8,3,,
13038,10709977,Edward Norton,125,38,,
13039,10710063,David Leporini,19,8,,0
13040,10710171,Pallab S Mahapatra,82,17,,
13041,10710354,Anurag Sahoo,8,4,,
13042,10710699,Nguwi Yok Yen,8,2,,
13043,10710783,Gerd Heusser,185,44,,
13044,10710819,Shin-Ting Jeng,22,10,,
13045,10710857,Daniel Ludwig,80,12,,
13046,10710982,Graham H. Morris,3,3,,
13047,10711097,T. G. Shemsedinov,2,1,,
13048,10711253,Yuanhong Zhao,61,21,,
13049,10711427,Alberto Brugiapaglia,95,18,,
13050,10711449,Yijing Zheng,2,1,,
13051,10711518,Lucas Bechberger,22,4,,
13052,10711811,Timothy Battista,46,13,,
13053,10711845,Ryan P Viator,66,19,,
13054,10711852,Jinhua Su,4,2,,
13055,10711996,Saket Hegde,3,2,,
13056,10712026,Frederik Hagelskjær,19,5,,
13057,10712060,Patrick Nolan,137,45,,
13058,10712111,Sami Alodhayb,10,9,,
13059,10712297,Rémi Le Priol,10,6,,
13060,10712411,Hou-Ning Hu,13,9,,
13061,10712594,Jhilly Dasgupta,13,11,,
13062,10712701,Felix von Drigalski,23,6,,
13063,10712770,Aurelien Bideaud,95,22,,
13064,10712821,Leonidas Bartzis,10,4,,
13065,10713108,Sebastian Schoenhuber,7,3,,
13066,10713114,Raphael Meldola,186,9,,
13067,10713131,Corey B Hart,26,8,,
13068,10713264,Huikang Li,10,4,,
13069,10713401,Sean M Hayes,42,12,,
13070,10713789,Yuanmou Liu,3,3,,
13071,10713986,Elsa Maria De La Calleja,18,4,,1
13072,10714111,Mohammad Hasanzadeh Mofrad,8,4,,
13073,10714389,Zhang Haiyang,87,9,,
13074,10714572,Roman Klokov,5,4,,
13075,10714664,Dominique Van Der Mensbrugghe,183,34,,
13076,10714714,Dave Tickner,49,21,,
13077,10714810,Crescenza Pasciolla,21,4,,
13078,10714823,Gaurav Katyal,8,3,,
13079,10714848,Pouya Fotouhi,23,7,,
13080,10714919,Walaa Nagy Ismail,13,7,,
13081,10714957,Giulia Pacini Panebianco,6,3,,
13082,10715010,Brady Bernard,66,27,,
13083,10715055,Benjamin Alan Weaver,222,71,,0
13084,10715140,Don Senzig,4,4,,
13085,10715177,Charulata Jindal,35,8,,
13086,10715278,Joel Aduan,5,2,,
13087,10715322,Wachirawit Ponghiran,7,3,,
13088,10715769,Heleni Kaberi,73,24,,
13089,10715830,Christina Landwehr,20,11,,
13090,10716092,Jessica Leuschen,7,2,,
13091,10716098,Tomoshi Sugiyama,29,3,,
13092,10716352,Bogdan Alexandru Popescu,3,3,,
13093,10716354,Zeelha Abdool,40,10,,
13094,10716543,Lotem Peled,1,1,,
13095,10716984,Jamal Banzi,10,4,,
13096,10717196,Robin Alais,8,2,,
13097,10717365,Riley Chang,1,1,,
13098,10717443,Ebrahim Pirhadi,11,8,,0
13099,10717452,Robert Ahlborn,12,6,,
13100,10717511,Zhanpeng Zhang,1,1,,
13101,10717736,Fedor Moiseenko,87,10,,
13102,10717760,Christina Patricola,96,26,,
13103,10717779,Chen Yanling,67,11,,
13104,10718037,Miriam E Van Dyke,26,12,,
13105,10718168,Erika A Tyburski,20,7,,
13106,10718355,David Hanrahan,24,11,,
13107,10718726,Shin Watanabe,220,34,,
13108,10718938,Niklas Allroggen,52,9,,
13109,10718947,Lillian Yang,9,8,,
13110,10719196,Catherine S Peckham,212,53,,
13111,10719539,S. Sadhana Rao,1,1,,
13112,10720133,Simon Hechler,17,9,,
13113,10720158,Christopher Granade,59,21,,
13114,10720202,Jarkko Hytönen,19,7,,
13115,10720301,Marijke Huysmans,140,23,,
13116,10720404,Felix Paulano,14,3,,
